They provide a base for comparison similar to a control group?	ERGMs are the primary building blocks of statistically testing network structural effects. Increasingly, researchers are not only interested in describing an ego or complete network but rather in whether an observed network property is significant. ERGMs [Page 179]generate (random) networks derived from features of the observed network, which provide a way to compare the observed and simulated networks. Statistical analysis is then conducted to test whether the ties in the simulated network match those generated by the simulations.	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
So dose the basic statistical package in R work, If I am not mistaken, I think we also can't use statistical package to make estimates for relational data.	standard, basic statistical software (e.g., SPSS, Stata, or SAS) will not give correct estimates	Network Data and Statistical Models - SAGE Research Methods
I hope there is a further explanation about the negative and positive result since the sender efficacy is negative.	This suggests that school leaders who believe that they have the capacity to have an effect are more likely to send and receive confidential exchange ties	Network Data and Statistical Models - SAGE Research Methods
This makes a connection to my prior knowledge about traditional statistics, binary Logistic regression(dependent variable is binary, 0 or 1) and multiple Logistic regression(dependent variable has multiple levels, just like the school leader network example, four possible outcomes).	In this respect, these models are closely related to logistic regression in that they analyze a dichotomous dependent variable (1/0) that is assumed to follow a binomial distribution.	Network Data and Statistical Models - SAGE Research Methods
this is something i've been struggling with this entire course. in particular, for my network, one or two members who are always participating and holding these networks together could very easily get a new job, move onto a new opportunity etc. how to keep the networks so intertwined that one or two people leaving wouldn't make the whole thing fall apart is what interests me.	networks change, and in some instances quickly	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
This is (unfortunately) reminding me that I need to finish my stats exam due later this week and try to come to some conclusions like this after spending probably the next 8 hours staring at awesome output in R... but I digress... yes, this seems like it would be very applicable to my study. :)	we cannot reject that null hypothesis that the number of collaboration ties sent in year 1 does not vary by the level of leaders’ trust.	Network Data and Statistical Models - SAGE Research Methods
wow. I'm having a Don Quixote moment of imagining that my final class presentation will have a table that looks something like this... phew.	Table 9.1 	Network Data and Statistical Models - SAGE Research Methods
which is sort of amazing to me, because this is exactly what I think a qualitative approach like ethnographic case studies rely on as well!!!	artifacts, direct observation, laboratory experiments, and documents as data sources, and usually there are no plausible ways of identifying populations and drawing samples	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
This sounds like the answer to a question - wait, there's the question in the follow up paragraph below: why are simulations necessary...? :)	simulations permit inferences and hypothesis testing using network data that are by definition nonindependent observations.	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
This seems key - especially when I think of how we study covariates in statistics and how predictor variables can be confounding, mediating or moderating...	dependencies between a network's actors. For example, associations among network exposure (e.g., attitudes of one's peers), network indicators (e.g., size, transitivity), and individual attributes are nonindependent	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
I have a background in quantitative statistics. The use of a t-test assumes normality of data. I know that normality does not matter for SNA, but is this particular section referring to a nonparametric test that works like a t-test or is it actually referring to the use of a t-test and just ignoring the assumption of normality?	This hypothesis can be tested by comparing the average out-degree (number of dichotomized collaboration ties sent) of district- and school-level leaders.	Network Data and Statistical Models - SAGE Research Methods
Ok... So now this is making a little more sense for my own data. In my case, I could analyze the countries geographic loaction as an attribute varibale that predicts the probability of certain industries having multiple companies in a given country. Does this make sense?	 This section shifts the analytical lens to predict an individual actor's outcome, whether it is an attribute variable (e.g., a student's test score) or a structural variable (e.g., a teacher's betweenness centrality score), using relational data. For example: does a teacher's gender predict his or her influence (as measured by degree centrality)?	Network Data and Statistical Models - SAGE Research Methods
I really wish there was an explanation of how to construct/create/execute a p* model using R. 	Similarly, the basic idea of the p* is to understand these same relations but to include actor-level and network-level attributes in the model	Network Data and Statistical Models - SAGE Research Methods
Ahhhh... This makes sense. I asked about this in the previous chapter. 	the focal variable is the actor's group membership expressed as an unobserved, latent variable whose value is the result of the observed ties among actors	Network Data and Statistical Models - SAGE Research Methods
Can ERGMs be used for nonreciprocal networks?	The average of the simulated distribution of reciprocal ties is calculated and then compared to the value in the empirical (observed) network	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
I am using ego-level networks for my final project, but how would I go about ensuring that the ego in question was chosen randomly?	except, of course, ego-level network studies from which egos have been randomly drawn from some target population)	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
Maybe I missed something in our previous readings/videos, but can someone explain to me what is meant by the term "artifacts"?	artifacts	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
Would running such tests require a need for assessing latent variables that emerge from network analysis? I will keep reading, but from what I know of SNA, it seems like you are only analyzing observable variables and it would be difficult to obtain a correlation from such unique variables. Am I way off here?	Even the tools of predictive modeling are commonly applied to network data (e.g. correlation and regression)	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
I would actually be interested in conducting a factor analysis on my data. Though I am a bit confused about how such a test would be useful for SNA	factor analysis, 	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
For my current data set, this is true. However, it would be nice to be able to make generalizations to a larger population. 	the sample in these instances is the same as the population.	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
I have been dealing with this issue all semester. I am really struggling to determine which questions are appropriate and which can be answered using SNA techniques. Perhaps this is due to the type of data I am working with, but I am still working on developing sound research questions.	limiting the types of questions that could be asked, 	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
I am really looking forward to better understanding the concepts of SNA... beyond the explanation of just looking at relationships.	focusing on a conceptual understandin	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
Ooh!  This seems like it would be very useful for my divvided up SP and CP, which I have categorized at L, M, and H as well. So, "Do students' ties vary by their level of SP?" would be the question I would ask.	Do a leader's collaboration ties vary by their level of trust?	Network Data and Statistical Models - SAGE Research Methods
The difference between QAP and MR-QAP just like simple linear regression and multiple linear regression. When you have independent (network) variables more than one, MR-QAP is needed. 	Therefore, this would require a MR-QAP procedure that controls for the effect of the model's second predictor.	Network Data and Statistical Models - SAGE Research Methods
Oy.  This (multiple linear regression) is much harder for me to wrap my brain around, but I'm going to give it a go (especially since I have so many variables and it might be useful for tying them together).  Again, I have SP, CP, and discussion forum type.  If I did the surveys, I'd also have perceived sense of belonging.  How well does a student's perceived sense of belonging predict his/her level of CP in discussion posts, controlling for discussion forum type (for example, only looking at large group discussions)?  That doesn't get the SP in there though, and may not actually be a great model of regression. :/  Help?	How well does a leader's perceived level of trust in his or her colleagues predict the number of alters to whom the person sent a collaboration tie in year 1, controlling for gender and the level at which the person works (district vs. school)? This question requires three vectors of independent variables (trust score, an indicator for gender, and an indicator for level) and one dependent variable vector (collaboration year 1 out-degree).	Network Data and Statistical Models - SAGE Research Methods
when reading this, I don't know why but a question suddenly came into my mind, why do we need so complicated/fancy models in social science research, specifically, except core independent variables and outcome variables, why do we use covariate/ control variables in a given model. I had an insight from a professor's explanation: for natural science, most objects of study are homogeneous and  scientists can have a good control of interference in lab environment with careful experimental design. However, in terms of social science phenomenons, they are so complicated and are impacted by so many factors, including which we already know, and also  a lot of which we don't know yet, let alone the subjects of social science study are so unique and heterogeneous. So we have to use advanced model to get closer to understanding those complex phenomenons, and we have to try our best to control the covariates we already know to carefully test the real relationship between independent variables and dependent variable. In addition, because we can not know or measure all factors that will impact a certain complex phenomenon, this is one of the reasons that a model is a simplification or  approximation of reality and hence will not reflect all of reality.	 A model is a simplification or approximation of reality and hence will not reflect all of reality	Social Network Analysis in Education
This is very similar to what my research is doing, where engagement is defined as SP and academic achievement as CP. :)	We might even be interested in the relationship between two individual attributes among a set of actors who are connected in a network. For example, in a school classroom, is there an association between students’ engagement and their academic achievement?	Network Data and Statistical Models - SAGE Research Methods
Again, if I were to try to apply this (p*) to my own data, I could look at things like gender, race, etc, but it would make more sense to see if SP was tied in--in other words, take the same scenario from p1 (if a student respond to another (say, in a large group discussion), is that student more likely to respond back when higher levels of SP are involved?  I *think* I applied that correctly. 	P* models are often employed to take this further by including actor- and network-level covariates. 	Network Data and Statistical Models - SAGE Research Methods
Again, attempting to apply to my own study.  This one (p1)seems straightforward.  If one student responds to another (in a large group discussion), is the other student more likely to reciprocate by responding to that student in future discussions?	Using directed and dichotomized relational data, a p1 model can be used, for example, to test whether school leaders tend to reciprocate relationship choices.	Network Data and Statistical Models - SAGE Research Methods
I have next to no stats knowledge, so I'm going to try to extrapolate this out in regards to my own research to try to better understand it (hopefully!).  In using my own research with SP (social presence) and CP (cognitive presence).  I'm going to start with the varibles:  levels of SP, levels of CP, discussion forum type.  A question I have been asking is whether discussion forum type affects SP and/or CP.  Modeling the question the same way as this one, it might be whether students are more likely to show higher CP with students they were in a programmatic small group discussion with versus just large group.  I *think* this models this line of questioning, at least.  This probably doesn't get the SNA part in.  So, trying again... Are students more likely to respond to a student in a large group discussion that they formed a connection with in a programmatic small group discussion or a random small group discussion?  This doesn't get the SP or CP working in there, but it gets the SNA.  So part of what I'm studying.  But, since I'm graphing SP as a weighted measure for SNA, maybe it could be whether students are more likely to demonstrate higher SP in an ensuing large-group discussion with students they were in small programmatic group discussion with in a previous module.  Does that get all the parts working approporiately in a MR-QAP-procedure question??	The question, therefore, is whether school leaders prefer to collaborate with those with whom they have collaborated in the past or with those that they have turned to discuss confidential issues. 	Network Data and Statistical Models - SAGE Research Methods
a good conclusion, and I will keep this in mind while going through next chapter.	While these approaches are varied and perhaps even complicated, the key is that they are predicated on the idea of comparing an observed network property to a whole bunch of simulated networks.	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
This sentences articulates the key character of statistics, I like it. 	Where statistics really become “statistical” is on the inferential side, that is, when attention turns to assessing the reproducibility or likelihood of an observed pattern	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
This sentence answers a question I proposed a few weeks ago.	there is little apparent difference between conventional statistical approaches and network approaches 	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
Since my own study takes these measures weekly, I'm curious to see how the statistical aspect may help draw connections between weeks and predict what could happen in future weeks.  

Although, I will say I think this is only true in a broad sense.  For example, I think I may be able to predict from a couple weeks of SNA data who the central players in future weeks will be (rock star students tend to retain that status throughout), but it may not be able to predict who responds to whom.  Though such a measure may not be all that useful anyway.

Coming back to this after reading the chapter, I'm having a difficult time deciding whether statistical approaches make sense for me.  I am trying to make generalizations, but it's not around categories (like gender, race, etc.).  Unless maybe my category is SP (social presence)?  To make a prediction about students with high SP having high CP (cognitive presence)?
	These measures convey the image of a fixed network with attitudes or behaviors passing through it,	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
Mathematical is descriptive (centrality, degree, etc), whereas statistical is inferative (allowing to make a prediction about the network).  A researcher would be interested in the former if they do not need to make generlatizations about their network--if they are just interested in their network for its own sake.  If the researcher wanted to say something about the population in general based on their network, then they would want to consider integrating statistical approaches.	Contrast the aims of the mathematical and statistical approaches to social network analysis. For what reasons would educational researchers prefer one approach versus the other?	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
If your network differs from a typical random creation, then you can perhaps make a claim about unique properties.	Explain in plain language how simulations are used to create a probability distribution that enables you to make a statistical inference with network data.	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
Simulations make things a lot easier.  In even a modestly sized network, there could be thousands of permutations.  Having a tool to create randomizations makes the process much less cumbersome.	Why are these simulations necessary in order to make probabilistic inferences with network data?	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
For my own study, this would be making a claim about the connection of SP to CP in certain discussion forum types to suggest that you can get the biggest bang for your SP and CP buck by adopting a certain discussion forum type.  	According to this emphasis, the main question asked is: If a study is repeated on a different sample (drawn by the same method), how likely is it that you would get the same answer about what is going on in the whole population from which both samples have been drawn? 	An Introduction to Statistical Inference With Network Data - SAGE Research Methods
